"456444296,2025-03-09T19:27:35Z,1403/12/19 22:57,EDALAT98,edalat98,twit,#فرآور \n جمع فروش #فرآور از ابتدای اسفند تاکنون در بورس کالا ۸۵۰ تن شمش روی به قیمت هرتن ۲۳۷/۰۰۰/۰۰۰تومان تا ۲۵۸/۰۰۰/۰۰۰تومان  به ارزش بیش از ۲۰۴ میلیارد تومان بوده .\n\nجمع فروش سه ماهه اول فقط ۸۴میلیاردتومان بود!!!"
"456444285,2025-03-09T19:27:21Z,1403/12/19 22:57,1900,eliyaf1900,twit,#شاخص_بورس هرکی تو بورس مونده ادمیه که مثل اب خوردن میشه قینش بزاری !!!! واقعا خیلی ا حمقــیت😆😆😆😆"
"456444273,2025-03-09T19:27:01Z,1403/12/19 22:57,امید,omid-f,quote,#دانا  \n📢 نشر این اخبار طی روزهای آینده می تواند گروه بیمه را مثبت کند:\n✅️ اعلام درصد افزایش نرخ بیمه شخص ثالث ۱۴۰۴ (با توجه به پرداخت قیمت افت خودرو از بیمه شخص ثالث و اجرا از اول دیماه ۱۴۰۳ ، انتظار رشد ۵۰ درصدی نرخ بیمه ثالث دور از ذهن نیست)\n✅️ ابلاغ دستورالعمل گزارشگری شرکت های بیمه که منجر به شفافیت بیشتری برای سهامداران و ... خواهد شد.⬇️⬇️⬇️"
"456444264,2025-03-09T19:26:50Z,1403/12/19 22:56,امیر,qwertyuiopqwert,twit,#کرمان \n\n۶۰   ورود  امن"
"456444255,2025-03-09T19:26:41Z,1403/12/19 22:56,نیکان,hadi08763,quote,نتیجه این نظر سنجی چی هست ما که نفهمیدیم"
"456431914,2025-03-09T09:06:40Z,1403/12/19 12:36,emjoodaki,emjoodaki12,retwit,سهامیاب شده سوپاپ\nهمه حرفا و فحش ها و دلخوری هاشون میگن \n\nخالی که شدن میرن دنبال زندگی روزمره خودشون\n\nفلسفه سهامیاب همینه"
"456444178,2025-03-09T19:22:36Z,1403/12/19 22:52,میلاد,miladdd65,quote,#آلومینا\n\n آخه چقدر شماها تعطیلید. دیروز ر هبر محکم گفت با این شرایط مذاکره نمی کنیم. بعد تو صحبتهای یه دوزاری رو اینجا می نویسی."
"456444174,2025-03-09T19:22:11Z,1403/12/19 22:52,احسان شی,ehsanavina11,twit,#شگویا تا سهام فروخته نشه کسی ضرر نکرده ."
"456394658,2025-03-08T06:46:50Z,1403/12/18 10:16,شاهین بورس (مال باخته تپکو),arman985,retwit,#تپکو شک نکنید آخر بازیشونه\nخداییش این قیمتا فقط خرید داره\nکسی که میخاد مجمع شرکت کنه قیمت الان مهم نیست\nقیمت بعد از مجمع ۱۰تک تومن بیشتر باز بشه و مرکب بودن قیمتا خودش جبران میکنه\nیادمه ولشرق با ۱۸۰رفت افزایش سرمایه و بعد از افزایش سرمایه تا ۱۰۰۰تومن رفت بالا\nسابقه سهم نشون میده پروژه اینا بعد از افزایش سرمایست\nسهمتونو توی این قیمتا دودستی بچسبین\nاگه یه درصد امروز صف خرید شد تعجب نکنین\nچون این قیمتا خیلی حباب منفی داره "
"456444147,2025-03-09T19:20:50Z,1403/12/19 22:50,EDALAT98,edalat98,twit,#فرآور\n فروش  ۲۰۰ تن شمش روی #فرآور به قیمت هرتن ۲۳۷/۰۰۰/۰۰۰به ارزش ۴۷میلیارد تومان"
