"456440487,2025-03-09T16:23:14Z,1403/12/19 19:53,☫☫☫,mohammad1385m,retwit,#عیار باسلام از روز دوشنبه۱۸ فروردین ۱۴۰۴ تمامی صندوق های طلا از ساعت ۱۱.۳۰ تا۱۸ انجام خواهد یافت \n۳ ساعت به ساعات قبل اضافه شده\nیعنی ۱۵ تا ۱۸ \nساعت میش گشایش ۱۱.۳۰ تا ۱۲\nمعاملات ۱۲تا۱۸"
"456443700,2025-03-09T18:57:29Z,1403/12/19 22:27,یزدان ابراهیمی,yazdanebrahimi,twit,#رانفور \n\n//"
"456443687,2025-03-09T18:56:33Z,1403/12/19 22:26,Amr,amrv123,twit,گفتگوی ویژه خبر شبکه ۶ \nقیمت ارز"
"456443677,2025-03-09T18:56:05Z,1403/12/19 22:26,فقط کالا و فسبزوار بخر,sahambaztir,twit,یک برنامه اعت راضی حداقل جلوی بورس بگذارین سه شنبه 9صبح باشه من میام"
"456443669,2025-03-09T18:55:46Z,1403/12/19 22:25,هومان,homan777,twit,#شاخص_بورس خبر فوری🔥\n\n\n افزایش ساعت معاملات صندوق های طلا \n\nاز روز دوشنبه ۱۸ فروردین ۱۴۰۴، ساعت معاملات صندوق های طلا از ۱۱:۳۰ تا ۱۸ خواهد بود\n\n\n\nاز فردا اجرایی میشه👌👌\n\n#طلا #عیار"
"456443665,2025-03-09T18:55:07Z,1403/12/19 22:25,بیکار,javan0012,twit,#شاخص_بورس \n\nقید پولتون را بزنید این بازار از سال ۹۹ افتاد دست شاه دزد روحانی و بعد به بقیه سرایت کرد و هر پولی وارد بشه سوخت میشه چون دزدان جدید وارد شدن و حیله گر و طماع تر از قبل"
"456443149,2025-03-09T18:30:43Z,1403/12/19 22:00,مهدی,mehdi0913,retwit,#شاخص_بورس \nمن نسبت به بی مسئولیتی و بی تعهدی رییس بروس معترضم\n\nمن معترضم\nمن نسبت به وضعیت بورس معترضم"
"456443647,2025-03-09T18:53:06Z,1403/12/19 22:23,جلال دماغ,sa8d18226906,twit,#پالایش حقوقی کار خودش را می کنه اینا نقاشی است"
"456443238,2025-03-09T18:34:07Z,1403/12/19 22:04,مهدی,mehdi0913,retwit,#شاخص_بورس \n\n# ما سهامداران معترضیم\n\nآقای صیدی اسعفا استعفا"
"456443630,2025-03-09T18:51:49Z,1403/12/19 22:21,بابک,stargate,quote,مقصر اصلی این کثافتکاری سازمان بورسه\nهمه با هم میخورن"
