"456386063,2025-03-07T19:24:25Z,1403/12/17 22:54,هژیر,hsja99,quote,نظر سنجی"
"456385727,2025-03-07T19:12:52Z,1403/12/17 22:42,رزدط,mohamad1352,retwit,#شاخص_بورس \n\nهیچ جنگی در کار نیست، قماربازان در حال لفاظی زرگری هستتند، ایران هر چند اقتصاد قوی ندارد اما همه دنیا بویژه امریکا از جزییات قدرت نظامی ان باخبرند و ظرفیتهای نظامی ایران مخصوصا در منطقه غیر قابل تصور است..."
"456288777,2025-03-03T04:40:35Z,1403/12/13 08:10,هژیر,hsja99,retwit,#شاخص_بورس خوبی پزشکیان یا عبارتی فرقش با قبلی میدونی چیه \nاینکه وعده نمیده و هر از گاهی مثل دیروز گزارش میده اقتصاد کلان در ته دره است همین .تنها فرقش"
"456386033,2025-03-07T19:23:51Z,1403/12/17 22:53,بدیعی,jbhonest,twit,همیشه #سیستم نسبت شارپ (بازده تعدیل شده با ریسک) بیشتری داشته نسبت به #سپیدار."
"456386028,2025-03-07T19:23:46Z,1403/12/17 22:53,محمد قاسمی,sadegh1353,quote,خان گذاشتند با تجارت و وبملت بعد از تجدید ارزیابی آن ور سال باز بشه احتمالا"
"456386024,2025-03-07T19:23:45Z,1403/12/17 22:53,شیخ مصطفی,mustafahf,quote,#شاخص_بورس جنگ چه نظامی و چه اقتصادی ضربه دوطرفه داره یعنی در تحریم طرف مقابل شرکای خودش مثل اروپا رو ممکنه از دست بده البته همش مهمه ....همین چند دقیقه پیش با یک ا.ح.مق داشتم تبادل نظر می کردم که مغزش اینقدر درگیر رسانه های غربی شده که توان محاسبه ساده  رو هم نداشت ....حواس مون باشه اسیر رسانه ها نباشیم"
"456289887,2025-03-03T05:22:54Z,1403/12/13 08:52,هژیر,hsja99,retwit,#شاخص_بورس \nاینکه پزش کیان وعده پوچ نمیده عالیه و حقیقت و میگه \n\nو  اینکه فکر می‌کنه شرایط درست میشه و امیدوار برمیگرده به روحیش و مقاوم بودنش \n\nولی متاسفانه درست نمیشه این اقتصاد با این ارکان در م رگ  م غزی و کماست با درجه بالا \nدرست نمیشه"
"456385824,2025-03-07T19:16:28Z,1403/12/17 22:46,احمد ميهني,ahmadmhn999,retwit,#شاخص_بورس گزینه نظامی در مورد ایران احتمالش بالا رفته، اگر فردا بازار منفی بود به نظرم خروج کلی از بازار انجام بدهید که از شر منفی های روزهای بعد خلاص بشید. ممکنه فردا و روزهای بعد بازار فرصت خروج بدخد ولی احتمال گزینه نظامی که بالا بره دیگه اغلب نمادها فرصت خروج هم به شما نخواهند داد"
"139849282,2020-08-12T09:03:52Z,1399/05/22 12:33,ماهیگیر پیر,mahiigirepiir,retwit,#ثمسکن حرص نخور روندش صعودیه اینجا کف سازیش رو به اتمام هست گین خوبی میده توصیه میکمنم سوار شی با خودت لج نکن البته میدونم تا خرخره پری.........🙏🌺"
"140283108,2020-08-12T21:22:49Z,1399/05/23 00:52,ماهیگیر پیر,mahiigirepiir,retwit,#ثمسکن دوست عزیز من اولا اینجا بورس هست و ذات بورس نوسان هست خرید و فروش هر کس به خودش مربوطه وقتی داد میزنند بدون علم وارد نشید همینه بنده خاک بورس رو خوردم قرار نیست تو هر شغلی برید اونکسی که قدیمی تر هست قطعا از بقیه جلوتر هست توقع نداری درآمد یک اوسا مکانیک قدیمی تو کار مثل کسی باشه که تازه مغازشو باز کرده     عزیز دل این تهمتها و عربده ها رو برو به گروه مالی و آقای فندرسکی و سهامدارای عمده بزن که برای بزخری بلوکی سهم رو فریز کردن نه تنها ثمسکن بلکه کلیه زیر مجموعه هارو  ثپردیس افشای قرارداد میلیاردی میرنه صف فروش میکنن  ثتران 2 بار افشای الف زد 40 درصد کشیدنش پایین آدرس اشتباه بهت دادن دوست عزیز هیچ حقیقی در سهم قدرت روندسازی نداره اونهم سهمی مثل ثمسکن با 1 میلیارد شناوری برو ببین پشت پرده چه خبره مردش هستی برو دم در شرکت به عنوان یک سهامدار از هییت مدیره مطالبه کن بپرس تورم بخشی در مسکن از سال 84 تا حالا بالای 12 هزار درصد بوده چرا سهم شما که کارتون تولید مسکن هست با صرفه های ناشی از مقیاستون باید سهم 20هزار برابر رشد داشته باشه از سال 84 تا حالا ولی زیر 4هزار درصد بوده کجای کار مشکل داشته  آیا مسکنی که ساختید رو فروختید یا هدیه دادید آیا واقعا دارایی هایی که تو صورتهای مالی هست وجود خارجی داره یا نه اگر داره ارزش شرکت 10 برابر اینه برید و با شرکتهای هم گروهش مقایسه کنید مقایسه حداقل 5 ساله با کرمان وساخت ثتوسا ثنوسا ثشاهد ...... چرا فقط زیر مجموعه های ثمسکن بدترین عملکرد رو تو همگروهی برای سهاندار خرد داشتند سهامدار عمده به هر حال سر سفره بوده ازین سفره چی نصیب سهامدار خرد شده \nدوست عزیز من هم مثل شما یک سهامدار خرد هستم به گفته شما 2 ماه پیش گفتم سهم فعلا جایی نمیره اشتباه گفتم یا درست اگر کسی همون روز به حرف من گوش داده بود که ار بازار عقب نمیموند من که 2 ماه پیش سیگنال صعود ندادم و خودم خالی کنم \nبازار تجربه میخاد من هم قطعا دورانی مثل شما ها داشتم و کسی راهنماییم نکرد ولی بنده گفتم به سهامدار خرد 2ماه پیش سهامدار عمده فعلا نمیخاد سهم رشد قیمتی بکنه به هر دلیلی ازون دوستتون طلب کار باشید که گفت سهامدار عمده هیج غ... نمی تونه بکنه و سهام تا شهریور بالای 2500 هست و.... هزار وعده توخالی"
