"456338899,2025-03-04T19:18:26Z,1403/12/14 22:48,چارتیست‌، ردیاب بازارهای گاوی,bouraqoli,twit,سلام علیکم"
"456338894,2025-03-04T19:18:23Z,1403/12/14 22:48,مهرداد,msharif,twit,#عیار عزیزانی که منتظر سقوط بودن 👇"
"456338889,2025-03-04T19:18:07Z,1403/12/14 22:48,سهام نگر,saminsana33,quote,چرا بنیادی هست؟ و چرا رانتی  ."
"456338878,2025-03-04T19:17:19Z,1403/12/14 22:47,سینوهه,user110,twit,#شستان \n#شاخص_بورس  \n‏۱۴۰۳ هم داره تموم میشه…\nامسال کیلومترها دوییدم و بارها به نفس نفس افتادم\nاما، حس می‌کنم حتی یک قدم هم جلو نرفتم…"
"456338871,2025-03-04T19:16:50Z,1403/12/14 22:46,سورنا,soorena.so,twit,#شاخص_بورس بخدا هممون ول معطلیم الان تلویزیون برنامه داشت در مورد فساد چای دبش مغز آدم سوت میکشه \nاز بالا تا پایین ،درهمه سازمانها ،همه مشغولن"
"456338865,2025-03-04T19:16:32Z,1403/12/14 22:46,Aa,dfff,twit,#دانا"
"456335231,2025-03-04T15:27:57Z,1403/12/14 18:57,hamid,hamid412,retwit,#شاخص_بورس 🔹سخنگوی کاخ کرملین:  آماده‌ایم به حل‌وفصل مشکلات ایران و آمریکا کمک کنیم\n\n🆔 @nabzebourse\n🌐 nabzebourse.com"
"456338797,2025-03-04T19:10:49Z,1403/12/14 22:40,سورنا,soorena.so,twit,#شاخص_بورس تموم شد برنامه تموم شد ،مملکتم خوردن تموم شد"
"456338783,2025-03-04T19:09:33Z,1403/12/14 22:39,سورنا,soorena.so,twit,#شاخص_بورس هم اکنون شبکه خبر \nمسأله جای دبش \nوای خدا چه خبره مملکت ؟"
"456338772,2025-03-04T19:08:50Z,1403/12/14 22:38,حامد,hamedshrd,quote,رسم مردانگی و انسانیت اینه که: هر چه برای خود می پسندی برای دیگران هم بپسندی!"
